municipio_ibge;municipio_nome;cnpj_basico;razao_social;cnpj;identificador_matriz_filial;situacao_cadastral;situacao_cadastral_descricao;data_inicio_atividade;cnae_fiscal_principal;cnae_subclasse;cnaes_secundarios;divisao_cnae;divisao_descricao;uf;municipio_codigo_rfb_estabelecimento;qtd_estabelecimentos_municipio;porte_empresa;porte_cadastral_descricao;opcao_mei;data_opcao_mei;data_exclusao_mei;mei_simples_vigente;mei_ativo;mei_inativo_cnpj;tipo_empresa;macro_setor
3507506;Botucatu;00009153;ADELIO CARLOS DE OLIVEIRA;00009153000108;1;08;Baixada;1994-05-24;4772500;4772500;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00009476;NILSON JOSE DOS REIS BOTUCATU;00009476000193;1;08;Baixada;1994-05-25;3101200;3101200;;31;FABRICAÇÃO DE MÓVEIS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Indústria
3507506;Botucatu;00009865;FERNANDO LOPES BOTUCATU;00009865000119;1;08;Baixada;1994-05-26;4774100;4774100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00010120;PATRICIA GARCIA;00010120000170;1;08;Baixada;1994-05-26;8888888;8888888;;;;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Outros
3507506;Botucatu;00010284;FRANCISCO DE ASSIS PEREIRA BOTUCATU;00010284000105;1;04;Inapta;1994-05-26;4689399;4689399;4649499,4669999;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00010374;BETTI & PETRAGLIA LTDA;00010374000198;1;02;Ativa;1994-05-27;8592903;8592903;8592999,5811500,4761001,4762800,5920100;85;EDUCAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00010404;CLOVIS JOSE DE OLIVEIRA FILHO BOTUCATU;00010404000166;1;08;Baixada;1994-05-27;4722901;4722901;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00010566;SILVIA CRISTINA CARRIEL VAZ;00010566000102;1;04;Inapta;1994-05-27;5612100;5612100;;56;ALIMENTAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00011088;SANTA ELISA EMPREENDIMENTOS E PARTICIPACOES LTDA;00011088000147;1;02;Ativa;1994-05-27;8299799;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00011328;NILZA LOPES DE OLIVEIRA BOTUCATU;00011328000103;1;08;Baixada;1994-05-30;4713004;4713004;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00011523;MAURICIO GOMES DA SILVA BOTUCATU;00011523000133;1;08;Baixada;1994-05-31;4744001;4744001;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00011620;VIEIRA & ROCHA LTDA;00011620000126;1;08;Baixada;1994-05-30;4530701;4530701;;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00011621;CUESTA COMERCIO DE PLANTAS E JARDINS LTDA;00011621000170;1;02;Ativa;1994-05-30;4789002;4789002;4222702,4321500,4742300,4744001,4744005,4744099,4789099,8130300;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00011894;RAD ADMINISTRACAO E EMPREENDIMENTOS LTDA;00011894000115;1;02;Ativa;1994-06-01;6810201;6810201;4110700,6463800,6810202,8211300;68;ATIVIDADES IMOBILIÁRIAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00011944;PANORAMA EMPREENDIMENTOS E PARTICIPACOES LTDA;00011944000164;1;02;Ativa;1994-05-27;8299799;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00011950;POLATO FRIOS E LATICINIOS LTDA;00011950000111;1;08;Baixada;1994-05-31;4721102;4721102;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00012272;DENISE MARIA ABILIO;00012272000101;1;08;Baixada;1994-06-01;4721102;4721102;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00012387;JOSE LUCIANO DE OLIVEIRA BOTUCATU;00012387000104;1;08;Baixada;1994-06-01;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00012388;MARCIA REGINA BIRAL-MICROEMPRESA;00012388000140;1;08;Baixada;1994-06-01;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00013507;PTYSKO COM DE FRIOS E LATICINIOS LTDA;00013507000180;1;02;Ativa;1994-06-06;4721103;4721103;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00013674;LUIS AUGUSTO GUIMARAES PARA-BRISAS;00013674000120;1;02;Ativa;1994-06-06;4530703;4530703;4520001,4520002,4520003,4520004,4520007,4530704;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00013675;GILDA SALATI BOTUCATU;00013675000175;1;04;Inapta;1994-06-06;4773300;4773300;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00014318;SARDINHA SPAZZIANO REPRESENTACOES COMERCIAIS LTDA;00014318000121;1;02;Ativa;1994-06-07;4618499;4618499;4110700,6810201,6810202,8211300,8599604;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00014926;A.B.JUNIOR COMERCIAL LTDA;00014926000217;2;08;Baixada;1994-08-17;4761001;4761001;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00015105;JAIME RAMOS DE OLIVEIRA JUNIOR;00015105000114;1;08;Baixada;1994-06-09;4722901;4722901;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00015613;REGINA MARIA SIBAR GENARI;00015613000100;1;08;Baixada;1994-06-09;4771701;4771701;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00015663;RELOJOARIA FUMES LTDA;00015663000180;1;02;Ativa;1994-06-10;4783101;4783101;4783102;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00015907;WILSON ROBERTO APARECIDO;00015907000124;1;02;Ativa;1994-06-13;4742300;4742300;4321500;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00017841;LUCAS & GONCALVES DE BOTUCATU LTDA;00017841000101;1;08;Baixada;1994-06-14;5611201;5611201;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;00018492;MAURO TERSI TEIXEIRA REPRESENTACOES COMERCIAIS;00018492000142;1;08;Baixada;1994-06-16;8130300;8130300;;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;00018634;VERA LUCIA PROSDOCINI PARRE;00018634000171;1;04;Inapta;1994-06-16;4773300;4773300;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00018667;WALMIR SIQUEIRA BRAZ MOTUCATU;00018667000111;1;08;Baixada;1994-06-15;1412601;1412601;1412603;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Indústria
3507506;Botucatu;00018698;ELISEU CORREA DE MORAES MOVEIS;00018698000172;1;08;Baixada;1994-06-15;4754701;4754701;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00018764;DARCI GOMES DE LISBOA & CIA LTDA;00018764000104;1;08;Baixada;1994-06-15;4744005;4744005;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00020380;LINCE ASSESSORIA E PROJETOS LTDA;00020380000126;1;08;Baixada;1994-06-22;7311400;7311400;8550302;73;PUBLICIDADE E PESQUISA DE MERCADO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00020439;CELIO BATISTA DA SILVA BOTUCATU;00020439000186;1;02;Ativa;1994-06-21;8230001;8230001;7990200;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00020476;MARIA HELENA MARTIN OYAN DE MORAES BOTUCATU;00020476000194;1;08;Baixada;1994-06-21;4753900;4753900;4759899;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00020686;G.D.S. MULOTO COMERCIO E INDUSTRIA LTDA;00020686000182;1;02;Ativa;1994-06-23;4744099;4744099;;47;COMÉRCIO VAREJISTA;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Comércio
3507506;Botucatu;00021254;PSC MECANICA INDUSTRIAL LTDA;00021254000196;1;02;Ativa;1994-06-22;3314799;3314799;2539001,2829199,6463800,6810201,6810202;33;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Indústria
3507506;Botucatu;00021476;ROSEIRO & FIERI REPRESENTACOES LTDA;00021476000109;1;08;Baixada;1994-06-23;8888888;8888888;;;;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Outros
3507506;Botucatu;00021588;SO FUSCA AUTO PECAS E MONTADORA DE MOTORES LTDA;00021588000160;1;08;Baixada;1994-06-24;4530701;4530701;;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00021876;IVONE DE FATIMA BARDUCO DE OLIVEIRA;00021876000114;1;04;Inapta;1994-06-28;4723700;4723700;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00022166;CARLOS ALBERTO MUNHOZ ROMAGNOLLI;00022166000109;1;08;Baixada;1994-06-24;4530701;4530701;;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00022883;ONESIMO & GONCALVES CONSTRUCAO CIVIL LTDA;00022883000130;1;04;Inapta;1994-06-29;4399103;4399103;4399101,4299599,4399199;43;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Indústria
3507506;Botucatu;00022997;ANA LUCIA GOMES BOTUCATU;00022997000180;1;08;Baixada;1994-06-29;4722901;4722901;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00023089;MICHEL TEODOSIO GOMES;00023089000101;1;08;Baixada;1994-06-29;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00023296;IRANI PEREIRA PETERSEN;00023296000166;1;04;Inapta;1994-06-30;4713004;4713004;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00023329;GERSON CONTIN;00023329000178;1;08;Baixada;1994-06-30;4781400;4781400;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00023669;IARA LOPES RIBEIRO;00023669000107;1;08;Baixada;1994-06-29;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00024652;C.F DE BOTUCATU IMOVEIS COMERCIO E REPRESENTACOES LTDA;00024652000166;1;08;Baixada;1994-07-04;6821802;6821802;6822600,8111700;68;ATIVIDADES IMOBILIÁRIAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;00024973;EDAIR MARQUES BOTUCATU;00024973000160;1;08;Baixada;1994-07-07;4752100;4752100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00025344;ARMANDO TECCHIO FILHO;00025344000155;1;08;Baixada;1994-06-24;4729601;4729601;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00026178;ROSENI NAVES DE ARAUJO & CIA LTDA;00026178000101;1;08;Baixada;1994-07-08;4774100;4774100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00026725;THOMAZ MATHEUS NETO;00026725000159;1;08;Baixada;1994-06-24;4744005;4744005;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00027308;ROSELAINE DE FATIMA COLELA BOTUCATU;00027308000120;1;08;Baixada;1994-07-20;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00027361;SILVANA BARBOZA DA SILVA BOTUCATU;00027361000121;1;08;Baixada;1994-07-01;4713004;4713004;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00028111;ROMEU PEREIRA FILHO BOTUCATU;00028111000106;1;08;Baixada;1994-07-26;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00028486;MYRTA DE CASSIA DA SILVA PALMA BOTUCATU;00028486000176;1;08;Baixada;1994-08-03;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00028683;REINALDO SANSALONE BOTUCATU LTDA;00028683000195;1;02;Ativa;1994-07-25;2542000;2542000;;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Indústria
3507506;Botucatu;00028733;AROLDO BRANCALHAO & CIA LTDA;00028733000134;1;08;Baixada;1994-07-28;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;00029707;NATALINA THEODORO RAMOS CORSI BOTUCATU;00029707000120;1;08;Baixada;1994-08-04;4729601;4729601;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00033750;IGREJA NACIONAL DO SENHOR JESUS CRISTO;00033750002294;2;08;Baixada;1996-12-03;9491000;9491000;;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;00103582;NOVA ENGEVIX ENGENHARIA E PROJETOS S.A.;00103582001103;2;08;Baixada;1994-06-29;7111100;7111100;;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;00105496;ROLDAO JOSE COELHO;00105496000168;1;08;Baixada;1994-07-06;4713004;4713004;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00105509;APARECIDA CONCEICAO DONINI GOMES;00105509000107;1;08;Baixada;1994-07-06;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00106263;CIRMED COMERCIO DE CLIMATIZADOR LTDA;00106263000180;1;04;Inapta;1994-07-06;4789099;4789099;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00106266;BURIN & CIA LTDA;00106266000113;1;04;Inapta;1994-07-06;4632002;4632002;;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00108786;NET SERVICOS DE COMUNICACAO S/A;00108786012090;2;08;Baixada;2008-12-16;6141800;6141800;6190699;61;TELECOMUNICAÇÕES;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;00111263;FARMACIA ZANELLA LTDA;00111263000178;1;04;Inapta;1994-07-12;4771701;4771701;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00117346;COMERCIAL NOVA OPCAO LTDA;00117346000174;1;08;Baixada;1994-07-20;4761001;4761001;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;00118946;SERGIO RICARDO BRITO AZAR;00118946000157;1;08;Baixada;1994-07-21;4744005;4744005;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00121351;OLIVEIRA & FUMES DE BOTUCATU LTDA;00121351000150;1;08;Baixada;1994-07-08;4782201;4782201;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;00123872;S A LOSI BOTUCATU;00123872000147;1;08;Baixada;1994-07-12;4774100;4774100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
